IPLAN	ICURSO	TITULO	ITEMA	IRECURSO	BACTIVO	IUSUARIOCRE	IAPPCRE	IPCRE	FHCRE	IUSUARIOULT	IAPPULT	IPULT	FHULT
600059	VPJBODEGA	Informe de rotación de productos											
600060	VPJBODEGA	Informe lista de elementos, existencias y stock											
200018	VPAUXCONTA	Explorador de cuentas por cobrar											
200019	VPAUXCONTA	¿Cómo generar un informe de movimiento de cuentas por cobrar?											
600061	VPJBODEGA	Informe de análisis de costo promedio ponderado											
200021	VPAUXCONTA	Creación de cuenta por pagar por movimiento contable											
200022	VPAUXCONTA	Ejemplo 1 Creación de cuenta por pagar por movimiento contable											
200023	VPAUXCONTA	Ejemplo 2 Creación de cuenta por pagar por movimiento contable											
600062	VPJBODEGA	Otros informes de inventarios											
600063	VPJBODEGA	Reporte de facturas de compra											
600064	VPJBODEGA	Explorador de inventarios											
200027	VPAUXCONTA	Abono a cuenta por pagar por movimiento contable											
200028	VPAUXCONTA	Ejemplo 1 Abono a cuenta por pagar por movimiento contable											
600065	VPJBODEGA	Operación de cargue inicial de inventarios											
200029	VPAUXCONTA	Ejemplo 2 Abono a cuenta por pagar por movimiento contable											
200030	VPAUXCONTA	¿Cómo generar una consulta de saldos de cuentas por pagar?											
600066	VPJBODEGA	Ejemplo 1: operación de cargue inicial de inventarios											
600067	VPJBODEGA	Conversión de costos locales a NIIF											
200033	VPAUXCONTA	Explorador de cuentas por pagar											
200034	VPAUXCONTA	Vencimientos diarios de CXP											
200035	VPAUXCONTA	Detalle de CXC y CXP											
200036	VPAUXCONTA	Exploradores de CXC y CXP											
600005	VPGCOMERCI	Importancia del procesamiento en orden de los inventarios											
600006	VPGCOMERCI	Cómo procesar en orden cronológico los inventarios?											
600007	VPGCOMERCI	¿Qué es el valor neto de realización?											
250001	VPAUXCONTA	Descripción general del módulo											
250002	VPAUXCONTA	Explicación conceptual de la automatización de operaciones											
250003	VPAUXCONTA	Operación de gastos											
250004	VPAUXCONTA	Ejemplo 1 Operación de gastos											
250005	VPAUXCONTA	Ejemplo 2 pago de honorarios al contador											
600008	VPGCOMERCI	Catálogo de bodegas											
250006	VPAUXCONTA	Permitir diferentes tipos de documentos y terceros para cada gasto											
600009	VPGCOMERCI	Concepto de bodega de productos											
600010	VPGCOMERCI	Concepto de grupo de inventario											
600011	VPGCOMERCI	Catálogo de grupos de inventario											
600012	VPGCOMERCI	¿Cómo se crea un grupo de inventario?											
600013	VPGCOMERCI	Configuración del uso de los elementos											
600014	VPGCOMERCI	Configuración de la cuenta a imputar segun la clase contable del centro de costos											
250013	VPAUXCONTA	Operación de pagos											
250014	VPAUXCONTA	Ejemplo 1 pagos											
250015	VPAUXCONTA	Operación de ingresos											
250016	VPAUXCONTA	Ejemplo 1 Operación de ingresos											
250017	VPAUXCONTA	Ejemplo 2 facturación de un servicio											
600015	VPGCOMERCI	Elementos de inventario											
250019	VPAUXCONTA	Operación de crear préstamo o anticipo (CxC)											
250020	VPAUXCONTA	Ejemplo 1 crear préstamo o anticipo (CxC)											
250021	VPAUXCONTA	Ejemplo 2 anticipo a proveedor de servicio											
250022	VPAUXCONTA	Operación de abono a cuentas por cobrar											
600016	VPGCOMERCI	Concepto de elemento de control											
250023	VPAUXCONTA	Ejemplo 1 Abono a cuentas por cobrar											
250024	VPAUXCONTA	Ejemplo 2 Abono a cuenta por cobrar											
250025	VPAUXCONTA	Opciones especiales de la barra de herramientas de la operación de abono a cuenta por cobrar											
250026	VPAUXCONTA	Operación de replanteamiento de un préstamo o anticipo (CxC)											
250027	VPAUXCONTA	Operación de crear crédito o anticipo (CxP)											
250028	VPAUXCONTA	Ejemplo 1 crear crédito o anticipo (CxP)											
250029	VPAUXCONTA	Ejemplo 2 Prestamo del banco											
250030	VPAUXCONTA	Ejemplo 1 Anticipo de un cliente											
250031	VPAUXCONTA	Operación de abono a cuentas por pagar											
250032	VPAUXCONTA	Ejemplo 1 abono a cuentas por pagar											
250033	VPAUXCONTA	Ejemplo 2 Abono a préstamo del banco											
250034	VPAUXCONTA	Ejemplo 3 cruce de CxP con CxC											
250035	VPAUXCONTA	Operación de replanteamiento de un crédito (CxP)											
250036	VPAUXCONTA	Operación de gastos diferidos											
250037	VPAUXCONTA	Ejemplo 1 gasto diferido											
250038	VPAUXCONTA	Ejemplo 2 gastos diferidos											
250039	VPAUXCONTA	Operación de ingresos recibidos por anticiapdo											
250040	VPAUXCONTA	Ejemplo 1 ingresos recibidos por anticipado											
250041	VPAUXCONTA	Ejemplo 2 ingresos recibidos por anticipado											
250043	VPAUXCONTA	Operación de traslado de fondos											
250044	VPAUXCONTA	Ejemplo 1 traslado de fondos											
300001	VPAUXCONTA	Explicación conceptual del módulo											
300002	VPAUXCONTA	Descripción general del módulo											
300003	VPAUXCONTA	Configuración de terceros - empleados											
300005	VPAUXCONTA	Conceptos de retenciones y aportes de nómina											
300006	VPAUXCONTA	Configuración de las cuentas de nómina											
100086	VPJBODEGA	Manejador de operaciones											
100087	VPJBODEGA	Concepto de fecha de trabajo											
100088	VPJBODEGA	Personalización de la barra de herramientas de acceso rapido											
300010	VPAUXCONTA	Operación de nómina contable											
300011	VPAUXCONTA	Ejemplo 1 Operación de nómina contable con novedades causadas por pagar											
300012	VPAUXCONTA	Explicación detallada de la liquidación automática de aportes de nómina											
300013	VPAUXCONTA	Ejemplo 2 Operación de nómina contable con abono a prestamos											
100089	VPJBODEGA	Opciones de visualización del manejador de operaciones											
300014	VPAUXCONTA	Configuración de conceptos de nómina directamente en la operacion de nómina contable											
300015	VPAUXCONTA	Operación de novedades de nómina											
300016	VPAUXCONTA	Ejemplo 1 Operación de novedades de nómina											
350001	VPAUXCONTA	Explicación conceptual del módulo											
350002	VPAUXCONTA	Descripción general del módulo											
100090	VPJBODEGA	Opciones de cache del manejador de operaciones											
100091	VPJBODEGA	Cómo crear una operación											
100092	VPJBODEGA	Qué es una operación?											
100093	VPJBODEGA	Ejemplo 1 Cómo crear una operación											
100094	VPJBODEGA	Explicación encabezado de la operación											
100095	VPJBODEGA	Impresión del soporte de una operación											
350009	VPAUXCONTA	Consulta de ejecución presupuestal											
350010	VPAUXCONTA	Informe Ejecución presupuestal por periodo											
350011	VPAUXCONTA	Informe Ejecución presupuestal por año											
100096	VPJBODEGA	Modificación de una operación											
100098	VPJBODEGA	Duplicación de una operación											
450001	VPAUXCONTA	Explicación conceptual del módulo											
450002	VPAUXCONTA	Descripción general del módulo											
450003	VPAUXCONTA	¿Qué es la conciliación bancaria?											
100099	VPJBODEGA	Anulación de una operación											
100100	VPJBODEGA	Eliminación de una operación											
100101	VPJBODEGA	Comentarios sobre la operación											
450007	VPAUXCONTA	Registro de tipos de movimiento bancario en las operaciones											
450008	VPAUXCONTA	Operación de conciliación bancaria manual											
450009	VPAUXCONTA	Ejemplo 1 Operación de conciliación bancaria manual											
500001	VPAUXCONTA	Explicación conceptual del módulo											
500002	VPAUXCONTA	Descripción general del módulo											
500003	VPAUXCONTA	¿Qué es la conciliación bancaria?											
600017	VPGCOMERCI	¿Cómo se crea un elemento de inventario?											
600018	VPGCOMERCI	Configuración de los requerimientos de entrada de datos por pestaña											
600019	VPGCOMERCI	¿Cómo adicionarle la foto al elemento de inventario?											
700003	VPGCOMERCI	Cruce de documentos de inventario											
100106	VPJBODEGA	Búsqueda de operaciones											
500009	VPAUXCONTA	Registro de tipos de movimiento bancario en las operaciones											
500010	VPAUXCONTA	Operación de conciliación bancaria automática											
500011	VPAUXCONTA	Ejemplo 1 Operación de conciliación bancaria automática											
400001	VPAUXCONTA	Explicación conceptual del módulo											
400002	VPAUXCONTA	Descripción general del módulo											
100107	VPJBODEGA	Filtros de la barra de estado											
100108	VPJBODEGA	Ordenamiento de las operaciones											
400007	VPAUXCONTA	Registro de conceptos de flujos de efectivo en operaciones											
400008	VPAUXCONTA	Informe Estado de flujos de efectivo - Método Directo											
550001	VPAUXCONTA	Explicación encabezado de la operación											
550002	VPAUXCONTA	Configuración de la numeración de documentos											
550003	VPAUXCONTA	Configuración de la fecha por defecto en la operación											
550004	VPAUXCONTA	Explicación paso de liquidación de impuestos											
550005	VPAUXCONTA	Explicación paso de formas de pago											
550006	VPAUXCONTA	Explicación de configuración de formas de pago por defecto											
550007	VPAUXCONTA	Programación a cuotas											
550008	VPAUXCONTA	Programación escalonada a cuotas											
600001	VPAUXCONTA	Descripción general del módulo de Inventarios básico											
700004	VPGCOMERCI	Operación de cotización al cliente											
700005	VPGCOMERCI	Ejemplo 1 Operación de cotización al cliente											
700006	VPGCOMERCI	Fijar saludo y despedida estandarizados en cotizaciones											
700007	VPGCOMERCI	Operación de pedido de un cliente											
700008	VPGCOMERCI	Ejemplo 1 Operación de pedido de un cliente											
100115	VPJBODEGA	Opciones de navegación y edición en las operaciones											
100116	VPJBODEGA	Orden de visualización de las operaciones											
100117	VPJBODEGA	Orden de procesamiento de las operaciones											
100118	VPJBODEGA	Procesamiento de una operación											
100119	VPJBODEGA	Bitácora de verificación y proceso de la operación											
100120	VPJBODEGA	Movimiento generado por la operación											
100121	VPJBODEGA	Desproceso de una operación											
700009	VPGCOMERCI	Operación de remisión al cliente											
700010	VPGCOMERCI	Ejemplo 1 Operación de remisión al cliente											
100126	VPJBODEGA	Trazabilidad de un documento											
100127	VPJBODEGA	Búsqueda y filtros en el manejador de operaciones											
700011	VPGCOMERCI	Facturación basada en cotizaciones, pedidos y remisiones											
700012	VPGCOMERCI	Ejemplo 1 Facturación basada en una cotización											
100128	VPJBODEGA	Filtro de operaciones por año, mes, día y semana											
100129	VPJBODEGA	Filtro de operaciones por usuario											
100130	VPJBODEGA	Filtro de operaciones por tipo de documento											
100131	VPJBODEGA	Filtro de operaciones por tipo de operacion											
100132	VPJBODEGA	Navegación en la plataforma											
100133	VPJBODEGA	Navegación en la plataforma - Cajas de diálogo											
100134	VPJBODEGA	Navegación en una operación											
100135	VPJBODEGA	Navegación en un seleccionador											
100136	VPJBODEGA	Configuración de la barra de herramientas de acceso rapido											
100137	VPJBODEGA	Configuración de la cinta de opciones del sistema											
100138	VPJBODEGA	Alcance de las configuraciones de los catálogos											
700013	VPGCOMERCI	Ejemplo 2 Facturacion basada en un pedido del cliente											
700014	VPGCOMERCI	Ejemplo 3 Facturación basada en una remisión al cliente											
700015	VPGCOMERCI	Operación de devolución de productos remitidos											
700016	VPGCOMERCI	Operación de cierre de documentos											
700017	VPGCOMERCI	Consulta inventario de disponibilidad											
700018	VPGCOMERCI	Inventario físico - Remisiones pendientes por cobrar											
700019	VPGCOMERCI	Inventario físico - Saldos de inventarios											
700020	VPGCOMERCI	Explorador detalle inventarios plus											
700021	VPGCOMERCI	Explorador de inventarios plus											
670001	VPGCOMERCI	Descripción general del módulo											
670002	VPGCOMERCI	Explicación conceptual de la operación de POS											
670003	VPGCOMERCI	Ingreso al POS por primera vez											
670004	VPGCOMERCI	Operación de punto de venta - POS											
670005	VPGCOMERCI	Configuración de la forma de cobro											
670006	VPGCOMERCI	Selección del tipo de encabezado de datos de la operación - POS											
670007	VPGCOMERCI	Configuración de la grabación continua de operaciones											
670008	VPGCOMERCI	Configuración de la forma de pago por defecto											
670009	VPGCOMERCI	Activación de la barra de acceso rapido a funciones											
670011	VPGCOMERCI	Configuración de cliente, bodega y vendedor por defecto en POS											
670012	VPGCOMERCI	Configuración de lista de precios y vendedor por defecto para un cliente											
670013	VPGCOMERCI	Explicación de la barra de acceso rápido de funciones en la operación POS, Lección 1 de 2											
670014	VPGCOMERCI	Explicación de la barra de acceso rápido de funciones en la operación POS, Lección 2 de 2											
670015	VPGCOMERCI	Identificación de la empresa en el POS (logo)											
670016	VPGCOMERCI	Explicación conceptual del manejo de memorias en el POS											
670017	VPGCOMERCI	Configuración para impresión de tirilla											
670018	VPGCOMERCI	Impresión de la factura de tirilla											
670019	VPGCOMERCI	Configuración de letra para impresora											
670020	VPGCOMERCI	Imprimir factura automáticamente al grabar											
650001	VPAUXCONTA	Descripción general del módulo											
670021	VPGCOMERCI	Configuración del cajón monedero											
670022	VPGCOMERCI	Configuración del lector de código de barras											
670023	VPGCOMERCI	Múltiples usos del lector (impresion carta de codigos)											
670024	VPGCOMERCI	Introducción al código de barras											
670025	VPGCOMERCI	Campo de datos del producto para el codigo de barras											
670026	VPGCOMERCI	Informe códigos de barras											
670027	VPGCOMERCI	Introducción a manejo de cajeros											
670010	VPGCOMERCI	Ver/ocultar la barra de botones de la operación - POS											
670028	VPGCOMERCI	¿Cómo se crea el usuario cajero?											
670029	VPGCOMERCI	Configuración de permisos para el usuario cajero											
670030	VPGCOMERCI	Valor base para iniciar turno del usuario cajero											
670031	VPGCOMERCI	Cierre y apertura de turnos por parte del usuario Administrador											
700001	VPAUXCONTA	Descripción general del módulo											
200019	VPACOMERCI	¿Cómo generar un informe de movimiento de cuentas por cobrar?											
100	VPREVISORF	SISTEMA BÁSICO											
200	VPREVISORF	CARTERA Y PROVEEDORES											
250	VPREVISORF	AUTOMATIZACIÓN DE DOCUMENTOS											
150	VPREVISORF	CONTABILIDAD BÁSICO											
300	VPREVISORF	NÓMINA CONTABLE											
350	VPREVISORF	PRESUPUESTO Y EJECUCIÓN PRESUPUESTAL											
400	VPREVISORF	FLUJOS DE EFECTIVO											
450	VPREVISORF	CONCILIACIÓN BANCARIA MANUAL											
500	VPREVISORF	CONCILIACIÓN BANCARIA AUTOMÁTICA											
600017	VPACOMERCI	¿Cómo adicionarle la foto al elemento de inventario?											
600	VPREVISORF	INVENTARIOS BÁSICO											
650	VPREVISORF	INVENTARIOS COMERCIAL											
700	VPREVISORF	INVENTARIOS PLUS											
600056	VPACOMERCI	Informe de ventas de productos en el periodo											
100015	VPREVISORF	Consulta de informes a nivel de cc											
100020	VPREVISORF	Catálogo de terceros											
650002	VPACOMERCI	Concepto de elemento de inventario tipo servicio											
100001	VPREVISORF	Descripción general del módulo											
650003	VPACOMERCI	Creación de un elemento tipo servicio											
650004	VPACOMERCI	Informe movimiento detallado de elementos de inventario servicio											
650005	VPACOMERCI	Concepto de elemento de inventario compuesto											
650006	VPACOMERCI	Creación de elementos de inventario compuestos											
650007	VPACOMERCI	Definición de elementos de inventario tipo plantilla											
100008	VPREVISORF	Creación de un centro de costos											
100009	VPREVISORF	Acciones básicas sobre un centro de costos											
650008	VPACOMERCI	Creación de elementos de inventarios tipo plantilla											
650009	VPACOMERCI	¿Qué es un perfil de clientes?											
650010	VPACOMERCI	Asignación del perfil de clientes a un tercero											
650011	VPACOMERCI	Catálogo de departamentos o líneas											
650012	VPACOMERCI	Clasificación de los elementos de inventario por departamento o línea											
650013	VPACOMERCI	Generación de informes filtrados por departamentos o líneas											
650014	VPACOMERCI	Seguridad de datos a nivel de departamentos o líneas											
700003	VPACOMERCI	Cruce de documentos de inventario											
100021	VPREVISORF	Navegación en el catálogo de terceros											
100022	VPREVISORF	Búsqueda de terceros											
700004	VPACOMERCI	Operación de cotización al cliente											
700005	VPACOMERCI	Ejemplo 1 Operación de cotización al cliente											
700006	VPACOMERCI	Fijar saludo y despedida estandarizados en cotizaciones											
100026	VPREVISORF	Tipos de terceros											
700007	VPACOMERCI	Operación de pedido de un cliente											
700008	VPACOMERCI	Ejemplo 1 Operación de pedido de un cliente											
700009	VPACOMERCI	Operación de cierre de documentos											
700010	VPACOMERCI	Consulta inventario de disponibilidad											
700011	VPACOMERCI	Inventario físico - Saldos de inventarios											
700012	VPACOMERCI	Explorador detalle inventarios plus											
700013	VPACOMERCI	Explorador de inventarios plus											
020	ZZZZZZZZZZ	Operación facturación											
020010	ZZZZZZZZZZ	Definición de impuestos											
020010010	ZZZZZZZZZZ	Políticas de privacidad											
600034	VPFACTURA	Opciones de impresión de la factura de venta											
600028	VPFACTURA	Ejemplo 2 Operación de facturación y venta											
650002	VPFACTURA	Concepto de elemento de inventario tipo servicio											
650003	VPFACTURA	Operación de facturación de un elemento tipo servicio											
650004	VPFACTURA	Ejemplo 1 Operación de facturación de un elemento tipo servicio											
650005	VPFACTURA	Ejemplo 2  Facturación de servicios											
650006	VPFACTURA	Concepto de elemento de inventario compuesto											
650007	VPFACTURA	Operación de facturación de un elemento compuesto											
650008	VPFACTURA	Ejemplo 1  Facturación de elemento compuesto combo egreso											
650009	VPFACTURA	Ejemplo 2 facturación de un elemento compuesto configurado para embodegamiento											
650010	VPFACTURA	Formato de impresión de elementos compuestos en facturación											
650011	VPFACTURA	Formato de impresión de elementos compuestos en cotización											
650012	VPFACTURA	Definición de elementos de inventario tipo plantilla											
650013	VPFACTURA	Operación de facturación y venta de elementos tipo plantilla											
650014	VPFACTURA	Ejemplo 1  Facturación de elementos tipo plantilla											
650015	VPFACTURA	Ejemplo 2  Facturación de elementos tipo plantilla											
100053	VPREVISORF	Catálogo de cuentas											
700003	VPFACTURA	Cruce de documentos de inventario											
700004	VPFACTURA	Facturación basada en cotizaciones, pedidos y remisiones											
700005	VPFACTURA	Ejemplo 1 Facturación basada en una cotización											
700006	VPFACTURA	Ejemplo 2 Facturación basada en un pedido 											
700007	VPFACTURA	Ejemplo 3 Facturación basada en una remisión											
700008	VPFACTURA	Consulta de inventario de disponibilidad											
700009	VPFACTURA	Inventario físico - saldos de inventario											
700003	VPJBODEGA	Cruce de documentos de inventario											
100063	VPREVISORF	Acciones básicas sobre cuentas											
700004	VPJBODEGA	Operación de remisión al cliente											
700005	VPJBODEGA	Ejemplo 1 Operación de remisión al cliente											
700006	VPJBODEGA	Operación de devolución de productos remitidos											
700007	VPJBODEGA	Operación de orden de compra al proveedor											
700008	VPJBODEGA	Ejemplo 1 Operación de orden de compra al proveedor											
700009	VPJBODEGA	Operación de recepción de materiales											
700010	VPJBODEGA	Ejemplo 1 Operación de recepción de materiales											
700011	VPJBODEGA	Compras basadas en ordenes de compra y recepciones											
700012	VPJBODEGA	Ejemplo 1 Compras basadas en órdenes de compra											
700013	VPJBODEGA	Ejemplo 2 compras basadas en recepciones de materiales											
700014	VPJBODEGA	Operación de devolución de materiales recibidos											
700015	VPJBODEGA	Operación de requisición interna											
700016	VPJBODEGA	Operación de cierre de documentos											
700017	VPJBODEGA	Consulta inventario de disponibilidad											
700018	VPJBODEGA	Inventario físico - Entregas pendientes por pagar											
700019	VPJBODEGA	Inventario físico - Remisiones pendientes por cobrar											
700020	VPJBODEGA	Inventario físico - Saldos de inventarios											
700021	VPJBODEGA	Explorador detalle inventarios plus											
700022	VPJBODEGA	Explorador de inventarios plus											
650001	VPJBODEGA	Descripción general del módulo											
650002	VPJBODEGA	Concepto de elemento de inventario compuesto											
100086	VPREVISORF	Manejador de operaciones											
100087	VPREVISORF	Concepto de fecha de trabajo											
650003	VPJBODEGA	Activación del manejo de elementos compuestos											
100089	VPREVISORF	Opciones de visualización del manejador de operaciones											
650004	VPJBODEGA	Creación de elementos de inventario compuestos											
100091	VPREVISORF	Cómo crear una operación											
650005	VPJBODEGA	Embodegamiento de elementos compuestos											
650006	VPJBODEGA	Ejemplo 1  Embodegamiento de elementos compuestos											
650007	VPJBODEGA	Ejemplo 2  Embodegamiento de elementos compuestos											
650008	VPJBODEGA	Comportamiento de las partes de un elemento compuesto											
650009	VPJBODEGA	Definición de elementos de inventario tipo plantilla											
650010	VPJBODEGA	Creación de elementos de inventarios tipo plantilla											
650011	VPJBODEGA	Catálogo de departamentos o líneas											
650012	VPJBODEGA	Clasificación de los elementos de inventario por departamento o línea											
650013	VPJBODEGA	Generación de informes filtrados por departamentos o líneas											
650014	VPJBODEGA	Seguridad de datos a nivel de departamentos o líneas											
100101	VPREVISORF	Comentarios sobre la operación											
650015	VPJBODEGA	Explicación conceptual personalización de cuentas											
650016	VPJBODEGA	Activación y configuración de la personalización de cuentas											
650017	VPJBODEGA	Ejemplo 1 personalización de cuentas											
650018	VPJBODEGA	Ejemplo 2  Operación de consumo de un elemento con personalización de cuentas											
670032	VPGCOMERCI	Informe de cuadre de caja											
670033	VPGCOMERCI	Introducción al manejo de elementos en alquiler											
670034	VPGCOMERCI	Activación del uso de elementos en alquiler											
670035	VPGCOMERCI	Configuración de métodos de cálculo de tiempo											
670036	VPGCOMERCI	Creación de elementos en alquiler											
670037	VPGCOMERCI	Facturación de elementos en alquiler											
670038	VPGCOMERCI	Configuración Datáfono Redeban											
670039	VPGCOMERCI	Manejo de códigos de barras de productos con peso o precio variable 											
600020	VPGCOMERCI	Operación de facturación y ventas											
600021	VPGCOMERCI	Explicación conceptual de la operación de facturación y ventas											
600022	VPGCOMERCI	Ejemplo 1 Operación de facturación y ventas											
600023	VPGCOMERCI	Ejemplo 2 Operación de facturación y ventas											
600024	VPGCOMERCI	Implementación impuesto nacional al consumo de bolsas plasticas											
600025	VPGCOMERCI	Explicación del encabezado de la operación											
600026	VPGCOMERCI	Explicación paso de liquidación de impuestos											
600027	VPGCOMERCI	Explicación paso de formas de pago											
600028	VPGCOMERCI	Explicación de configuración de formas de pago por defecto											
600029	VPGCOMERCI	Impresión de la factura de venta											
600030	VPGCOMERCI	Opciones de impresión de la factura de venta											
600031	VPGCOMERCI	Configuración de la factura de venta											
600032	VPGCOMERCI	Determinación del mejor seleccionador de elementos											
100127	VPREVISORF	Búsqueda y filtros en el manejador de operaciones											
100128	VPREVISORF	Filtro de operaciones por año, mes, día y semana											
600033	VPGCOMERCI	Calcular descuentos por monto											
100129	VPREVISORF	Filtro de operaciones por usuario											
100130	VPREVISORF	Filtro de operaciones por tipo de documento											
100131	VPREVISORF	Filtro de operaciones por tipo de operacion											
100132	VPREVISORF	Navegación en la plataforma											
100133	VPREVISORF	Navegación en la plataforma - Cajas de diálogo											
100134	VPREVISORF	Navegación en una operación											
100135	VPREVISORF	Navegación en un seleccionador											
100136	VPREVISORF	Configuración de la barra de herramientas de acceso rapido											
100137	VPREVISORF	Configuración de la cinta de opciones del sistema											
100138	VPREVISORF	Alcance de las configuraciones de los catálogos											
150001	VPREVISORF	Descripción general del módulo											
150002	VPREVISORF	Plan de cuentas NIIF											
150003	VPREVISORF	Tipo de contabilización local - NIIF											
150004	VPREVISORF	Operación de movimiento contable											
150005	VPREVISORF	Ejemplo 1 - Operación de movimiento contable											
600034	VPGCOMERCI	Configuración de campos y columnas de datos											
150009	VPREVISORF	Operación de movimiento contable - contabilización local - niif											
150010	VPREVISORF	Ejemplo 1 - Operación de movimiento contable - contabilización solo local											
150011	VPREVISORF	Ejemplo 2 - Operación de movimiento contable - contabilización solo NIIF											
600035	VPGCOMERCI	Impuestos a calcular automaticamente											
600036	VPGCOMERCI	Precisión de decimales en el precio de venta											
600037	VPGCOMERCI	Configuración de la última columna de edición											
600038	VPGCOMERCI	Configuración de manejo de Iva y retención en ventas											
150016	VPREVISORF	Informes tipo consulta											
150017	VPREVISORF	Drill Down ( Historia del dato de los informes)											
150020	VPREVISORF	Diseñador de reportes contables											
150018	VPREVISORF	Cinta de opciones de los informes de consulta											
150019	VPREVISORF	¿Cómo guardar un informe de consulta (excel, html)?											
150021	VPREVISORF	Flechas de comportamiento de las cuentas											
150022	VPREVISORF	Informes tipo impresión											
150023	VPREVISORF	Opciones para la obtención de reportes financieros											
600039	VPGCOMERCI	Visualización de pasos de la operación de facturación y ventas											
150024	VPREVISORF	Cinta de opciones de los informes de impresión											
150025	VPREVISORF	¿Cómo guardar a un archivo un informe de impresión?											
150026	VPREVISORF	¿Cómo generar un informe de balance general?											
150027	VPREVISORF	¿Cómo generar un informe de estado de resultados?											
150028	VPREVISORF	¿Cómo generar la consulta de mayor y balances?											
150029	VPREVISORF	¿Cómo generar la consulta de movimiento de cuentas auxiliares?											
150030	VPREVISORF	Certificados tributarios											
150031	VPREVISORF	Anexos tributarios											
150032	VPREVISORF	Explorador de contabilidad											
150033	VPREVISORF	Otros informes											
150034	VPREVISORF	Consulta de inventario y balances											
150035	VPREVISORF	Libro diario oficial											
150036	VPREVISORF	Saldos de cuentas por terceros											
150037	VPREVISORF	Estado de cambios en el patrimonio											
150038	VPREVISORF	Informe caja diario											
150039	VPREVISORF	Movimiento contable generado por operaciones											
150040	VPREVISORF	Mis informes de movimiento contable											
150041	VPREVISORF	Numeración de libros											
150042	VPREVISORF	Reporte de control de numeración de comprobantes											
150043	VPREVISORF	Resumen de numeración de documentos											
150044	VPREVISORF	Análisis para el registro de impresión											
600040	VPGCOMERCI	Configuración de la precisión de decimales en la operación de facturación y ventas											
600041	VPGCOMERCI	Configuración del tipo de forma de pago por defecto											
200001	VPREVISORF	Descripción general del módulo											
600042	VPGCOMERCI	Configuración del cc por defecto en ingresos											
600043	VPGCOMERCI	Configuración del campo para totalizar valores al pagar											
600044	VPGCOMERCI	Uso de campos adicionales al facturar											
600045	VPGCOMERCI	Verificar existencias al grabar la operación de ventas											
600046	VPGCOMERCI	Operación de devolución en ventas											
600047	VPGCOMERCI	Ejemplo 1 Operación de devolución en ventas											
600048	VPGCOMERCI	Consulta de saldos de inventarios											
600049	VPGCOMERCI	Informe de saldos de inventario											
600050	VPGCOMERCI	Cómo generar un informe de entradas y salidas del periodo											
600051	VPGCOMERCI	Informe de mov detallado de inventarios											
600052	VPGCOMERCI	Informe de rotación de productos											
600053	VPGCOMERCI	Informe lista de elementos, existencias y stock											
200015	VPREVISORF	¿Cómo generar una consulta de saldos de cuentas por cobrar?											
200016	VPREVISORF	Consulta cuentas por cobrar por edades Lección 1 de 2											
200017	VPREVISORF	Consulta cuentas por cobrar por edades Lección 2 de 2											
200018	VPREVISORF	Explorador de cuentas por cobrar											
200019	VPREVISORF	¿Cómo generar un informe de movimiento de cuentas por cobrar?											
200020	VPREVISORF	¿Cómo generar un informe de detalle de cuentas por cobrar?											
600054	VPGCOMERCI	Informe análisis de costo promedio ponderado											
600055	VPGCOMERCI	Otros informes de inventario											
600056	VPGCOMERCI	Reporte de facturas de compra											
600057	VPGCOMERCI	Reporte de facturas de venta											
600058	VPGCOMERCI	Informe ventas por factura											
600059	VPGCOMERCI	Informe comprobante informe diario de ventas											
600060	VPGCOMERCI	Informe venta de productos en el periodo											
600061	VPGCOMERCI	Explorador de inventarios											
650002	VPGCOMERCI	Explicación conceptual del manejo de listas de precios											
650003	VPGCOMERCI	Asignación en bloque de listas de precios y metodos de calculo											
200030	VPREVISORF	¿Cómo generar una consulta de saldos de cuentas por pagar?											
200031	VPREVISORF	Consulta cuentas por pagar por edades Lección 1 de 2											
200032	VPREVISORF	Consulta cuentas por pagar por edades Lección 2 de 2											
200033	VPREVISORF	Explorador de cuentas por pagar											
200034	VPREVISORF	Vencimientos diarios de CXP											
200035	VPREVISORF	Detalle de CXC y CXP											
200036	VPREVISORF	Exploradores de CXC y CXP											
650004	VPGCOMERCI	Explicación de los metodos de actualización de listas de precios											
650005	VPGCOMERCI	Catálogo de listas de precios											
650006	VPGCOMERCI	Nivel de listas de precios											
650007	VPGCOMERCI	Asignación de listas de precios											
250001	VPREVISORF	Descripción general del módulo											
250002	VPREVISORF	Explicación conceptual de la automatización de operaciones											
650008	VPGCOMERCI	Operación de facturación de elementos con listas de precios											
650009	VPGCOMERCI	Ejemplo 1 Facturación de elementos con lista precios con IVA											
650010	VPGCOMERCI	Ejemplo 2 Facturación de elementos con lista precios sin IVA											
650011	VPGCOMERCI	Configuración de listas de precios por defecto											
650012	VPGCOMERCI	Actualización de listas de precios automática en bloque											
650013	VPGCOMERCI	Actualización de listas de precios manual											
650014	VPGCOMERCI	Metodos de calculo de listas de precios											
650015	VPGCOMERCI	Explicación de los tipos de incremento de listas de precios											
650016	VPGCOMERCI	Margen y porcentaje de utlidad											
650017	VPGCOMERCI	Concepto de elemento de inventario tipo servicio											
650018	VPGCOMERCI	Creación de un elemento de inventario tipo servicio											
650019	VPGCOMERCI	Operación de facturación de un elemento de inventario tipo servicio											
